organism,module,blimmp_mean_confidence,anvio_mean_completeness,category
Pseudomonas_fluorescens_SBW25,M00376,0.006000000000000001,0.3076923076923077,neither
Pseudomonas_fluorescens_SBW25,M00377,0.017,0.2857142857142857,neither
Pseudomonas_fluorescens_SBW25,M00378,0.0030000000000000005,0.0,neither
Pseudomonas_fluorescens_SBW25,M00415,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00416,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00417,0.927,1.0,both
Pseudomonas_fluorescens_SBW25,M00418,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00419,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00422,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00432,0.987,1.0,both
Pseudomonas_fluorescens_SBW25,M00433,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00525,0.47300000000000003,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00526,0.906,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00527,0.9289999999999999,0.8571428571428571,both
Pseudomonas_fluorescens_SBW25,M00528,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00529,0.036,0.0,neither
Pseudomonas_fluorescens_SBW25,M00530,0.328,0.5,neither
Pseudomonas_fluorescens_SBW25,M00531,0.284,0.0,neither
Pseudomonas_fluorescens_SBW25,M00532,0.0,0.3,neither
Pseudomonas_fluorescens_SBW25,M00533,0.955,1.0,both
Pseudomonas_fluorescens_SBW25,M00534,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00535,0.48699999999999993,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00537,0.09500000000000001,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00538,0.09500000000000001,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00539,0.017,0.0,neither
Pseudomonas_fluorescens_SBW25,M00540,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00541,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00542,0.0,0.08749999999999998,neither
Pseudomonas_fluorescens_SBW25,M00543,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00544,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00545,0.041,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00546,0.747,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00547,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00548,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00549,0.9700000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00550,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00551,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00552,0.9700000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00554,0.043000000000000003,0.0,neither
Pseudomonas_fluorescens_SBW25,M00555,0.9209999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00563,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00564,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00565,0.886,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00567,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00568,0.956,1.0,both
Pseudomonas_fluorescens_SBW25,M00569,0.013,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00570,0.997,1.0,both
Pseudomonas_fluorescens_SBW25,M00572,0.872,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00573,0.707,0.6,blimmp_only
Pseudomonas_fluorescens_SBW25,M00574,0.03,0.0,neither
Pseudomonas_fluorescens_SBW25,M00575,0.09100000000000001,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00576,0.29,0.0,neither
Pseudomonas_fluorescens_SBW25,M00577,0.7520000000000001,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00579,0.682,0.5,blimmp_only
Pseudomonas_fluorescens_SBW25,M00580,0.923,0.5,blimmp_only
Pseudomonas_fluorescens_SBW25,M00595,0.002,0.0,neither
Pseudomonas_fluorescens_SBW25,M00596,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00597,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00598,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00608,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00609,0.104,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00611,0.009,0.3636363636363636,neither
Pseudomonas_fluorescens_SBW25,M00612,0.009,0.3636363636363636,neither
Pseudomonas_fluorescens_SBW25,M00613,0.008,0.1538461538461538,neither
Pseudomonas_fluorescens_SBW25,M00614,0.008,0.3181818181818182,neither
Pseudomonas_fluorescens_SBW25,M00615,0.35200000000000004,0.5,neither
Pseudomonas_fluorescens_SBW25,M00616,0.963,1.0,both
Pseudomonas_fluorescens_SBW25,M00617,0.02,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00618,0.09700000000000002,0.3928571428571428,neither
Pseudomonas_fluorescens_SBW25,M00620,0.083,0.35714285714285704,neither
Pseudomonas_fluorescens_SBW25,M00621,0.979,1.0,both
Pseudomonas_fluorescens_SBW25,M00622,0.971,1.0,both
Pseudomonas_fluorescens_SBW25,M00623,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00624,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00625,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00627,0.009,0.0,neither
Pseudomonas_fluorescens_SBW25,M00630,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00631,0.117,0.4000000000000001,neither
Pseudomonas_fluorescens_SBW25,M00632,0.391,0.5,neither
Pseudomonas_fluorescens_SBW25,M00633,0.03,0.0,neither
Pseudomonas_fluorescens_SBW25,M00636,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00637,0.9049999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00638,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00639,0.298,0.25,neither
Pseudomonas_fluorescens_SBW25,M00641,0.919,1.0,both
Pseudomonas_fluorescens_SBW25,M00642,0.923,1.0,both
Pseudomonas_fluorescens_SBW25,M00643,0.0,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00649,0.49499999999999994,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00651,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00652,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00660,0.0,0.0795454545454545,neither
Pseudomonas_fluorescens_SBW25,M00661,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00664,0.19299999999999998,0.25,neither
Pseudomonas_fluorescens_SBW25,M00672,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00673,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00674,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00675,0.62,0.0,blimmp_only
Pseudomonas_fluorescens_SBW25,M00696,0.002,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00697,0.29,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00698,0.302,0.5,neither
Pseudomonas_fluorescens_SBW25,M00700,0.299,0.0,neither
Pseudomonas_fluorescens_SBW25,M00702,0.92,0.0,blimmp_only
Pseudomonas_fluorescens_SBW25,M00704,0.294,0.5,neither
Pseudomonas_fluorescens_SBW25,M00705,0.92,0.0,blimmp_only
Pseudomonas_fluorescens_SBW25,M00714,0.29,0.5,neither
Pseudomonas_fluorescens_SBW25,M00718,0.29,0.5,neither
Pseudomonas_fluorescens_SBW25,M00725,0.0,0.0833333333333333,neither
Pseudomonas_fluorescens_SBW25,M00726,0.09400000000000001,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00730,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00736,0.013,0.0833333333333333,neither
Pseudomonas_fluorescens_SBW25,M00740,0.0030000000000000005,0.2727272727272727,neither
Pseudomonas_fluorescens_SBW25,M00741,0.017,0.0,neither
Pseudomonas_fluorescens_SBW25,M00744,0.48100000000000004,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00745,0.922,1.0,both
Pseudomonas_fluorescens_SBW25,M00746,0.09400000000000001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00761,0.722,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00763,0.045000000000000005,0.0,neither
Pseudomonas_fluorescens_SBW25,M00769,0.48100000000000004,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00773,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00774,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00775,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00776,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00777,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00778,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00779,0.031,0.0,neither
Pseudomonas_fluorescens_SBW25,M00780,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00781,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00782,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00783,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00784,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00785,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00786,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00787,0.211,0.0,neither
Pseudomonas_fluorescens_SBW25,M00788,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00789,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00790,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00793,0.9700000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00794,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00795,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00796,0.09400000000000001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00797,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00798,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00799,0.01,0.0,neither
Pseudomonas_fluorescens_SBW25,M00800,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00801,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00802,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00803,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00804,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00805,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00808,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00810,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00811,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00814,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00815,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00819,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00823,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00824,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00825,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00826,0.19800000000000004,0.0,neither
Pseudomonas_fluorescens_SBW25,M00827,0.075,0.0,neither
Pseudomonas_fluorescens_SBW25,M00828,0.075,0.0,neither
Pseudomonas_fluorescens_SBW25,M00829,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00830,0.029,0.0,neither
Pseudomonas_fluorescens_SBW25,M00831,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00832,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00833,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00834,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00835,0.001,0.1428571428571428,neither
Pseudomonas_fluorescens_SBW25,M00836,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00837,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00838,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00840,0.447,0.42857142857142855,neither
Pseudomonas_fluorescens_SBW25,M00841,0.0,0.4000000000000001,neither
Pseudomonas_fluorescens_SBW25,M00842,0.0,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00843,0.48100000000000004,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00844,0.988,1.0,both
Pseudomonas_fluorescens_SBW25,M00845,0.8329999999999999,0.7142857142857143,blimmp_only
Pseudomonas_fluorescens_SBW25,M00846,0.9940000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00847,0.0030000000000000005,0.0,neither
Pseudomonas_fluorescens_SBW25,M00848,0.0,0.03125,neither
Pseudomonas_fluorescens_SBW25,M00849,0.043000000000000003,0.3125,neither
Pseudomonas_fluorescens_SBW25,M00850,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00851,0.904,0.0,blimmp_only
Pseudomonas_fluorescens_SBW25,M00852,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00853,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00854,0.741,0.6666666666666666,blimmp_only
Pseudomonas_fluorescens_SBW25,M00855,0.952,1.0,both
Pseudomonas_fluorescens_SBW25,M00856,0.031,0.0,neither
Pseudomonas_fluorescens_SBW25,M00857,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00859,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00860,0.002,0.0,neither
Pseudomonas_fluorescens_SBW25,M00861,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00862,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00866,0.949,0.8888888888888888,both
Pseudomonas_fluorescens_SBW25,M00867,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00868,0.774,0.75,both
Pseudomonas_fluorescens_SBW25,M00872,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00873,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M00874,0.0,0.4166666666666667,neither
Pseudomonas_fluorescens_SBW25,M00875,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00876,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00877,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00878,0.125,0.1428571428571428,neither
Pseudomonas_fluorescens_SBW25,M00879,0.969,1.0,both
Pseudomonas_fluorescens_SBW25,M00880,0.9659999999999999,1.0,both
Pseudomonas_fluorescens_SBW25,M00881,0.967,1.0,both
Pseudomonas_fluorescens_SBW25,M00882,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00883,0.9380000000000001,0.6666666666666666,blimmp_only
Pseudomonas_fluorescens_SBW25,M00884,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00885,0.952,0.4000000000000001,blimmp_only
Pseudomonas_fluorescens_SBW25,M00886,0.952,0.3333333333333333,blimmp_only
Pseudomonas_fluorescens_SBW25,M00887,0.02,0.0,neither
Pseudomonas_fluorescens_SBW25,M00888,0.011000000000000001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00889,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00890,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00891,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00892,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M00893,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00894,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00895,0.908,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00896,0.903,0.8000000000000002,both
Pseudomonas_fluorescens_SBW25,M00897,0.0,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00898,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00899,0.944,0.6666666666666666,blimmp_only
Pseudomonas_fluorescens_SBW25,M00900,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00901,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00902,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00903,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00904,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00905,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00906,0.01,0.0,neither
Pseudomonas_fluorescens_SBW25,M00909,0.993,1.0,both
Pseudomonas_fluorescens_SBW25,M00910,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00911,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00912,0.886,0.75,both
Pseudomonas_fluorescens_SBW25,M00913,0.0,0.8000000000000002,anvio_only
Pseudomonas_fluorescens_SBW25,M00914,0.075,0.42857142857142855,neither
Pseudomonas_fluorescens_SBW25,M00915,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00916,0.014,0.0,neither
Pseudomonas_fluorescens_SBW25,M00917,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00918,0.034,0.0,neither
Pseudomonas_fluorescens_SBW25,M00919,0.033,0.0,neither
Pseudomonas_fluorescens_SBW25,M00921,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00922,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00923,0.94,1.0,both
Pseudomonas_fluorescens_SBW25,M00924,0.866,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00925,0.953,0.9393939393939394,both
Pseudomonas_fluorescens_SBW25,M00926,0.8290000000000001,0.7777777777777778,both
Pseudomonas_fluorescens_SBW25,M00927,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00928,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00929,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00930,0.039,0.0,neither
Pseudomonas_fluorescens_SBW25,M00931,0.09600000000000002,0.0,neither
Pseudomonas_fluorescens_SBW25,M00932,0.002,0.2857142857142857,neither
Pseudomonas_fluorescens_SBW25,M00933,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00934,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00935,0.0,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00936,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00937,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00938,0.9940000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00939,0.09300000000000001,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00940,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00941,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00942,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00943,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00944,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00945,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00946,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00947,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00948,0.957,1.0,both
Pseudomonas_fluorescens_SBW25,M00949,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00950,0.658,0.75,both
Pseudomonas_fluorescens_SBW25,M00951,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00952,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00953,0.0,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00954,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00955,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00956,0.115,0.2857142857142857,neither
Pseudomonas_fluorescens_SBW25,M00957,0.9620000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00958,0.9540000000000001,1.0,both
Pseudomonas_fluorescens_SBW25,M00959,0.972,1.0,both
Pseudomonas_fluorescens_SBW25,M00960,0.566,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M00961,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M00962,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00963,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00964,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00965,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00966,0.061,0.0,neither
Pseudomonas_fluorescens_SBW25,M00967,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00968,0.001,0.0,neither
Pseudomonas_fluorescens_SBW25,M00969,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00970,0.955,1.0,both
Pseudomonas_fluorescens_SBW25,M00971,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00972,0.9419999999999998,0.3333333333333333,blimmp_only
Pseudomonas_fluorescens_SBW25,M00973,0.004,0.0,neither
Pseudomonas_fluorescens_SBW25,M00974,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00975,0.98,1.0,both
Pseudomonas_fluorescens_SBW25,M00976,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00977,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00978,0.855,0.8333333333333334,both
Pseudomonas_fluorescens_SBW25,M00979,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00980,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00981,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00982,0.0,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00983,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00984,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00985,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M00986,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00987,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00988,0.0,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00989,0.0,0.8333333333333334,anvio_only
Pseudomonas_fluorescens_SBW25,M00990,0.0,0.75,anvio_only
Pseudomonas_fluorescens_SBW25,M00991,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00992,0.0,0.20000000000000004,neither
Pseudomonas_fluorescens_SBW25,M00993,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00994,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00995,0.0,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00996,0.0,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M00997,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M00998,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M00999,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01000,0.0,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M01001,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01002,0.0,0.25,neither
Pseudomonas_fluorescens_SBW25,M01003,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01004,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01005,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01006,0.0,0.8000000000000002,anvio_only
Pseudomonas_fluorescens_SBW25,M01007,0.0,0.1666666666666666,neither
Pseudomonas_fluorescens_SBW25,M01008,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01009,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01010,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01011,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01012,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01013,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01014,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01015,0.0,0.6666666666666666,neither
Pseudomonas_fluorescens_SBW25,M01016,0.0,1.0,anvio_only
Pseudomonas_fluorescens_SBW25,M01017,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M01018,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01019,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01020,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M01021,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01022,0.0,0.75,anvio_only
Pseudomonas_fluorescens_SBW25,M01023,0.0,0.4000000000000001,neither
Pseudomonas_fluorescens_SBW25,M01024,0.0,0.4000000000000001,neither
Pseudomonas_fluorescens_SBW25,M01025,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01026,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01027,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01028,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01029,0.0,0.10000000000000002,neither
Pseudomonas_fluorescens_SBW25,M01030,0.0,0.125,neither
Pseudomonas_fluorescens_SBW25,M01031,0.0,0.10000000000000002,neither
Pseudomonas_fluorescens_SBW25,M01032,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01033,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M01034,0.0,0.3333333333333333,neither
Pseudomonas_fluorescens_SBW25,M01035,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01036,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01037,0.0,0.5,neither
Pseudomonas_fluorescens_SBW25,M01038,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01039,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01040,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01041,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01042,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01043,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01044,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01045,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01046,0.0,0.0,neither
Pseudomonas_fluorescens_SBW25,M01047,0.0,0.20000000000000004,neither
